Jianxi,Comyn,F,808,404-9902,NAALEHU,HI,96772,M,Y,35000,7.3486843,0,2080,1040,2342.760555
Ria,Lindenbaum,M,870,153-9204,ALTUS,AR,72821,S,N,100000,7.0,20,0,0,6998.6
Ria,Lindenbaum,M,870,153-9204,ALTUS,AR,72821,S,N,100000,7.0,20,0,0,6998.6
Manju,Kipnis,F,443,126-6430,WEST RIVER,MD,20778,S,N,95000,4.75,2400,0,0,4398.5
Manju,Kipnis,F,443,126-6430,WEST RIVER,MD,20778,S,N,95000,4.75,2400,0,0,4398.5
Dragan,Pagter,F,939,617-4759,MANATI,PR,674,S,Y,10000,0.0,0,0,0,0.0
Dragan,Pagter,F,939,617-4759,MANATI,PR,674,S,Y,10000,0.0,0,0,0,0.0
Changsik,Jacques,F,818,112-1701,FELLOWS,CA,93224,M,N,35000,7.7709284,0,174,0,2706.303525
Changsik,Jacques,F,818,112-1701,FELLOWS,CA,93224,M,N,35000,7.7709284,0,174,0,2706.303525
Bryony,Bassolet,F,603,572-1629,BARNSTEAD,NH,3218,S,N,35000,0.0,0,0,0,0.0
Bryony,Bassolet,F,603,572-1629,BARNSTEAD,NH,3218,S,N,35000,0.0,0,0,0,0.0
Chuda,Kirkham,F,517,835-2893,HOWELL,MI,48863,S,Y,5000,3.9,3100,0,3100,-46.8
Chuda,Kirkham,F,517,835-2893,HOWELL,MI,48863,S,Y,5000,3.9,3100,0,3100,-46.8
Mei,Boehm,F,651,906-4303,ANGLE INLET,MN,56711,S,Y,40000,6.3900213,3300,0,3300,2134.267114
Mei,Boehm,F,651,906-4303,ANGLE INLET,MN,56711,S,Y,40000,6.3900213,3300,0,3300,2134.267114
Charley,Surya,M,302,616-2532,NEWARK,DE,19725,M,Y,15000,2.8818183,0,220,110,422.7627446
Charley,Surya,M,302,616-2532,NEWARK,DE,19725,M,Y,15000,2.8818183,0,220,110,422.7627446
Ina,Muhlen,M,551,724-1961,STONE HARBOR,NJ,8247,M,Y,15000,1.4,0,2000,1500,161.0
Ina,Muhlen,M,551,724-1961,STONE HARBOR,NJ,8247,M,Y,15000,1.4,0,2000,1500,161.0
Jonas,Malolepszy,M,907,910-1881,ANCHORAGE,AK,99510,M,Y,55000,0.0,0,0,0,0.0
Jonas,Malolepszy,M,907,910-1881,ANCHORAGE,AK,99510,M,Y,55000,0.0,0,0,0,0.0
Zhixue,Lucks,F,856,583-5483,SHREWSBURY,NJ,7702,M,N,45000,1.7942708,0,2000,0,771.536444
Zhixue,Lucks,F,856,583-5483,SHREWSBURY,NJ,7702,M,N,45000,1.7942708,0,2000,0,771.536444
Xianjing,Jolfaei,M,479,595-1516,CALDWELL,AR,72322,M,Y,35000,7.0,0,40,20,2445.8
Xianjing,Jolfaei,M,479,595-1516,CALDWELL,AR,72322,M,Y,35000,7.0,0,40,20,2445.8
Maitreya,Wiegley,F,501,134-4359,PINEVILLE,AR,72566,M,Y,90000,7.0,0,40,20,6295.8
Maitreya,Wiegley,F,501,134-4359,PINEVILLE,AR,72566,M,Y,90000,7.0,0,40,20,6295.8
Khurram,Kawakami,F,878,202-9679,ALTOONA,PA,16601,M,Y,60000,3.07,0,0,0,1842.0
Khurram,Kawakami,F,878,202-9679,ALTOONA,PA,16601,M,Y,60000,3.07,0,0,0,1842.0
Catharine,Dass,M,719,840-8003,FORT LUPTON,CO,80621,M,N,95000,4.63,0,0,0,4398.5
Catharine,Dass,M,719,840-8003,FORT LUPTON,CO,80621,M,N,95000,4.63,0,0,0,4398.5
Oron,Gerke,F,205,630-9271,EUFAULA,AL,36027,S,Y,10000,5.0,1500,0,300,410.0
Oron,Gerke,F,205,630-9271,EUFAULA,AL,36027,S,Y,10000,5.0,1500,0,300,410.0
Hideki,Middleton,F,307,363-3684,CLEARMONT,WY,82835,M,Y,60000,0.0,0,0,0,0.0
Hideki,Middleton,F,307,363-3684,CLEARMONT,WY,82835,M,Y,60000,0.0,0,0,0,0.0
Eike,Michailidis,M,208,367-3449,MERIDIAN,ID,83646,M,N,50000,7.8,0,6600,0,3385.2
Eike,Michailidis,M,208,367-3449,MERIDIAN,ID,83646,M,N,50000,7.8,0,6600,0,3385.2
Wiiliam,Devesa,F,219,282-6761,BIPPUS,IN,46713,S,N,40000,3.4,1000,0,0,1326.0
Wiiliam,Devesa,F,219,282-6761,BIPPUS,IN,46713,S,N,40000,3.4,1000,0,0,1326.0
Deborah,Kroll,F,315,624-1878,DEER PARK,NY,11729,M,N,55000,4.272256,0,0,0,2349.7408
Deborah,Kroll,F,315,624-1878,DEER PARK,NY,11729,M,N,55000,4.272256,0,0,0,2349.7408
Jeno,Broodsky,M,580,798-1694,WARNER,OK,74469,M,N,50000,6.25,0,2000,0,3000.0
Jeno,Broodsky,M,580,798-1694,WARNER,OK,74469,M,N,50000,6.25,0,2000,0,3000.0
Chanathip,Sessa,F,919,331-8110,WINSTON SALEM,NC,27157,S,Y,75000,7.305944,3300,0,3300,4997.265696
Chanathip,Sessa,F,919,331-8110,WINSTON SALEM,NC,27157,S,Y,75000,7.305944,3300,0,3300,4997.265696
Noburu,Luzi,F,605,556-1199,KAYLOR,SD,57354,S,Y,60000,0.0,0,0,0,0.0
Noburu,Luzi,F,605,556-1199,KAYLOR,SD,57354,S,Y,60000,0.0,0,0,0,0.0
Guoqiang,Busillo,M,856,545-4920,WINSLOW,NJ,8095,S,N,45000,1.7942708,1000,0,0,789.479152
Guoqiang,Busillo,M,856,545-4920,WINSLOW,NJ,8095,S,N,45000,1.7942708,1000,0,0,789.479152
Mel,Schend,M,479,851-3156,FORREST CITY,AR,72336,M,Y,20000,4.9682083,0,40,20,990.660735
Mel,Schend,M,479,851-3156,FORREST CITY,AR,72336,M,Y,20000,4.9682083,0,40,20,990.660735
Annegret,Wolf,F,803,789-4250,SWANSEA,SC,29501,S,N,45000,7.0,3300,0,0,2688.0
Annegret,Wolf,F,803,789-4250,SWANSEA,SC,29501,S,N,45000,7.0,3300,0,0,2688.0
Evgeny,Waheed,F,769,659-1774,ETTA,MS,38627,M,N,50000,5.0,0,12000,0,1900.0
Evgeny,Waheed,F,769,659-1774,ETTA,MS,38627,M,N,50000,5.0,0,12000,0,1900.0
Estrella,Bertilsson,F,406,346-4682,GREAT FALLS,MT,59401,S,N,90000,6.9,1900,0,0,6078.9
Estrella,Bertilsson,F,406,346-4682,GREAT FALLS,MT,59401,S,N,90000,6.9,1900,0,0,6078.9
Tomonari,Yeap,M,434,983-5738,DOLPHIN,VA,23843,M,Y,70000,5.75,0,1800,900,3869.75
Tomonari,Yeap,M,434,983-5738,DOLPHIN,VA,23843,M,Y,70000,5.75,0,1800,900,3869.75
Alvaro,Rivard,M,408,405-9244,ALHAMBRA,CA,91841,S,Y,100000,9.3,87,0,272,9266.613
Alvaro,Rivard,M,408,405-9244,ALHAMBRA,CA,91841,S,Y,100000,9.3,87,0,272,9266.613
Neville,Trivett,F,443,939-6008,BETHESDA,MD,20816,S,Y,70000,4.75,2400,0,2400,3097.0
Neville,Trivett,F,443,939-6008,BETHESDA,MD,20816,S,Y,70000,4.75,2400,0,2400,3097.0
Kevin,Ayari,F,208,833-1081,PINEHURST,DC,20265,S,N,65000,7.8,3300,0,0,5480.1
Kevin,Ayari,F,208,833-1081,PINEHURST,DC,20265,S,N,65000,7.8,3300,0,0,5480.1
Farzan,Knowles,M,808,345-8649,HONOLULU,HI,96810,S,N,60000,8.25,1040,0,0,4864.2
Farzan,Knowles,M,808,345-8649,HONOLULU,HI,96810,S,N,60000,8.25,1040,0,0,4864.2
Fredric,Petry,M,478,930-7660,GRAYSON,GA,30017,S,N,65000,6.0,2700,0,0,3738.0
Fredric,Petry,M,478,930-7660,GRAYSON,GA,30017,S,N,65000,6.0,2700,0,0,3738.0
Steffen,Jacquet,M,337,899-9741,BATON ROUGE,NC,27413,M,Y,100000,6.0,0,9000,1000,7313.611813
Steffen,Jacquet,M,337,899-9741,BATON ROUGE,NC,27413,M,Y,100000,6.0,0,9000,1000,7313.611813
Lynnau,Jarzabek,M,865,464-9868,BROWNSVILLE,TN,38012,S,N,40000,0.0,0,0,0,0.0
Lynnau,Jarzabek,M,865,464-9868,BROWNSVILLE,TN,38012,S,N,40000,0.0,0,0,0,0.0
Etsuko,d'Inverno,M,618,969-5285,MOUND CITY,IL,62963,M,N,30000,3.0,0,4000,0,780.0
Etsuko,d'Inverno,M,618,969-5285,MOUND CITY,IL,62963,M,N,30000,3.0,0,4000,0,780.0
Nate,Koshkin,M,505,978-8287,DEMING,NM,88030,M,N,10000,3.2428572,0,6600,0,110.2571448
Nate,Koshkin,M,505,978-8287,DEMING,NM,88030,M,N,10000,3.2428572,0,6600,0,110.2571448
Jolita,Can,M,843,596-1844,GABLE,SC,29051,S,N,25000,7.0,3300,0,0,1519.0
Jolita,Can,M,843,596-1844,GABLE,SC,29051,S,N,25000,7.0,3300,0,0,1519.0
Blagovest,Heemskerk,M,870,173-5525,MALVERN,AR,72104,S,Y,15000,3.773037,20,0,20,564.4463352
Blagovest,Heemskerk,M,870,173-5525,MALVERN,AR,72104,S,Y,15000,3.773037,20,0,20,564.4463352
Andris,Gammill,F,256,156-5986,BRANTLEY,AL,36009,S,N,10000,5.0,1500,0,0,425.0
Andris,Gammill,F,256,156-5986,BRANTLEY,AL,36009,S,N,10000,5.0,1500,0,0,425.0
Xiaopeng,Cheiner,F,910,537-5160,RALEIGH,NC,27690,M,N,20000,6.1520977,0,6600,0,824.3810918
Xiaopeng,Cheiner,F,910,537-5160,RALEIGH,NC,27690,M,N,20000,6.1520977,0,6600,0,824.3810918
Burkhard,Ballin,F,209,291-9116,LOS ANGELES,CA,90068,S,N,100000,9.3,87,0,0,9291.909
Burkhard,Ballin,F,209,291-9116,LOS ANGELES,CA,90068,S,N,100000,9.3,87,0,0,9291.909
Sachio,Franzblau,F,309,298-8689,HARDIN,IL,62047,S,Y,95000,3.0,2000,0,2000,2730.0
Sachio,Franzblau,F,309,298-8689,HARDIN,IL,62047,S,Y,95000,3.0,2000,0,2000,2730.0
Yucai,Leonidas,M,307,671-7685,AUBURN,WY,83111,S,Y,35000,0.0,0,0,0,0.0
Yucai,Leonidas,M,307,671-7685,AUBURN,WY,83111,S,Y,35000,0.0,0,0,0,0.0
Meltem,Osterloh,M,202,144-4863,WASHINGTON,DC,20539,S,N,95000,9.0,1370,0,0,8426.7
Meltem,Osterloh,M,202,144-4863,WASHINGTON,DC,20539,S,N,95000,9.0,1370,0,0,8426.7
Hiroki,Winters,F,205,462-8357,VANDIVER,AL,35176,S,Y,80000,5.0,1500,0,300,3910.0
Hiroki,Winters,F,205,462-8357,VANDIVER,AL,35176,S,Y,80000,5.0,1500,0,300,3910.0
Soojung,Breuker,M,920,378-6942,GREEN BAY,WI,54303,M,Y,15000,4.707031,0,1400,400,621.328092
Soojung,Breuker,M,920,378-6942,GREEN BAY,WI,54303,M,Y,15000,4.707031,0,1400,400,621.328092
JoAnne,Bergstra,F,857,981-2818,NATICK,MA,1760,M,N,35000,5.3,0,7150,0,1476.05
JoAnne,Bergstra,F,857,981-2818,NATICK,MA,1760,M,N,35000,5.3,0,7150,0,1476.05
Thoms,Ebeling,F,216,896-3824,BLISSFIELD,OH,43805,S,N,95000,3.6995387,1300,0,0,3466.467762
Thoms,Ebeling,F,216,896-3824,BLISSFIELD,OH,43805,S,N,95000,3.6995387,1300,0,0,3466.467762
Yigal,Krabbel,M,765,213-2549,CLAYTON,IN,46118,S,N,65000,3.4,1000,0,0,2176.0
Yigal,Krabbel,M,765,213-2549,CLAYTON,IN,46118,S,N,65000,3.4,1000,0,0,2176.0
Rosalyn,Pinckney,M,781,527-2356,SALEM,MA,1971,M,Y,80000,5.3,0,7150,1000,3808.05
Rosalyn,Pinckney,M,781,527-2356,SALEM,MA,1971,M,Y,80000,5.3,0,7150,1000,3808.05
Zhibin,Peterka,F,715,166-2135,MILWAUKEE,WI,53244,S,N,50000,5.3151608,700,0,0,2620.374274
Zhibin,Peterka,F,715,166-2135,MILWAUKEE,WI,53244,S,N,50000,5.3151608,700,0,0,2620.374274
Keshab,Kubera,M,708,359-8771,FOX VALLEY,IL,60599,S,Y,90000,3.0,2000,0,2000,2580.0
Keshab,Kubera,M,708,359-8771,FOX VALLEY,IL,60599,S,Y,90000,3.0,2000,0,2000,2580.0
Ragui,Shokrollahi,M,201,713-7145,MILLSTONE TOWNSHIP,NJ,8535,S,Y,5000,1.4,1000,0,1500,35.0
Ragui,Shokrollahi,M,201,713-7145,MILLSTONE TOWNSHIP,NJ,8535,S,Y,5000,1.4,1000,0,1500,35.0
Felicity,Latyshev,F,307,133-1064,CHEYENNE,WY,82009,M,N,85000,0.0,0,0,0,0.0
Felicity,Latyshev,F,307,133-1064,CHEYENNE,WY,82009,M,N,85000,0.0,0,0,0,0.0
Heng,Pelz,M,312,333-1255,REDDICK,IL,60961,S,Y,5000,3.0,2000,0,2000,30.0
Heng,Pelz,M,312,333-1255,REDDICK,IL,60961,S,Y,5000,3.0,2000,0,2000,30.0
Xiaowei,Michalakopoulos,F,605,153-5365,MANDERSON,SD,57756,M,N,5000,0.0,0,0,0,0.0
Xiaowei,Michalakopoulos,F,605,153-5365,MANDERSON,SD,57756,M,N,5000,0.0,0,0,0,0.0
Houari,Zaimov,F,443,394-9085,SPENCERVILLE,MD,20868,S,Y,40000,4.75,2400,0,2400,1672.0
Houari,Zaimov,F,443,394-9085,SPENCERVILLE,MD,20868,S,Y,40000,4.75,2400,0,2400,1672.0
Teresemarie,Aso,M,401,686-2628,WESTERLY,RI,2891,S,Y,60000,0.0,0,0,0,0.0
Teresemarie,Aso,M,401,686-2628,WESTERLY,RI,2891,S,Y,60000,0.0,0,0,0,0.0
Milvio,Cippico,M,207,378-4165,AUGUSTA,ME,4336,S,Y,20000,8.5,2850,0,2850,1215.5
Milvio,Cippico,M,207,378-4165,AUGUSTA,ME,4336,S,Y,20000,8.5,2850,0,2850,1215.5
Surapant,Bail,M,864,547-2497,CORDOVA,SC,29039,S,Y,15000,7.0,3300,0,3300,588.0
Surapant,Bail,M,864,547-2497,CORDOVA,SC,29039,S,Y,15000,7.0,3300,0,3300,588.0
Constantine,Nitsch,F,719,183-3382,PENROSE,CO,81240,S,N,75000,4.63,0,0,0,3472.5
Constantine,Nitsch,F,719,183-3382,PENROSE,CO,81240,S,N,75000,4.63,0,0,0,3472.5
Kyosun,Dahlhaus,F,435,767-4129,SALT LAKE CITY,UT,84133,M,N,30000,7.0,0,4950,0,1753.5
Kyosun,Dahlhaus,F,435,767-4129,SALT LAKE CITY,UT,84133,M,N,30000,7.0,0,4950,0,1753.5
Keiji,Kennamer,F,870,423-1116,LUXORA,AR,72358,S,Y,70000,7.0,20,0,20,4897.2
Keiji,Kennamer,F,870,423-1116,LUXORA,AR,72358,S,Y,70000,7.0,20,0,20,4897.2
Angkul,Hamrick,F,318,475-8528,METAIRIE,LA,70006,S,Y,35000,6.0,4500,0,1000,1770.0
Angkul,Hamrick,F,318,475-8528,METAIRIE,LA,70006,S,Y,35000,6.0,4500,0,1000,1770.0
Pui,Stenstrom,M,937,440-9174,COLUMBUS,OH,43209,M,N,90000,3.533564,0,2600,0,3088.334936
Pui,Stenstrom,M,937,440-9174,COLUMBUS,OH,43209,M,N,90000,3.533564,0,2600,0,3088.334936
Wilmer,Brizzi,F,973,170-6348,HACKENSACK,NJ,7601,S,N,10000,1.4,1000,0,0,126.0
Wilmer,Brizzi,F,973,170-6348,HACKENSACK,NJ,7601,S,N,10000,1.4,1000,0,0,126.0
Keju,Obradovich,F,828,874-7542,ROCKY MOUNT,NC,27801,M,N,45000,6.6765733,0,6600,0,2563.804147
Keju,Obradovich,F,828,874-7542,ROCKY MOUNT,NC,27801,M,N,45000,6.6765733,0,6600,0,2563.804147
Mei,Brolio,F,347,631-2873,DEANSBORO,NY,13328,S,N,100000,4.5329266,0,0,0,4532.9266
Mei,Brolio,F,347,631-2873,DEANSBORO,NY,13328,S,N,100000,4.5329266,0,0,0,4532.9266
Daan,Givens,M,308,787-2479,BELLEVUE,NE,68123,M,Y,20000,5.685643,0,206,103,1119.559963
Daan,Givens,M,308,787-2479,BELLEVUE,NE,68123,M,Y,20000,5.685643,0,206,103,1119.559963
Kuhanandha,Strothotte,M,325,821-4378,TOW,TX,78672,S,Y,20000,0.0,0,0,0,0.0
Kuhanandha,Strothotte,M,325,821-4378,TOW,TX,78672,S,Y,20000,0.0,0,0,0,0.0
Sukhmay,Kaio,M,505,467-9996,LOS LUNAS,NM,87031,M,N,65000,5.3,0,6600,0,3095.2
Sukhmay,Kaio,M,505,467-9996,LOS LUNAS,NM,87031,M,N,65000,5.3,0,6600,0,3095.2
Joacheim,Goodby,M,605,240-9915,WESTPORT,SD,57481,M,Y,20000,0.0,0,0,0,0.0
Joacheim,Goodby,M,605,240-9915,WESTPORT,SD,57481,M,Y,20000,0.0,0,0,0,0.0
Irith,Cestnik,M,308,162-8455,WESTON,NE,68070,S,Y,50000,6.84,103,0,103,3405.9096
Irith,Cestnik,M,308,162-8455,WESTON,NE,68070,S,Y,50000,6.84,103,0,103,3405.9096
Liao,Viehstaedt,M,920,713-4471,IRON BELT,WI,54536,S,Y,55000,5.4020367,700,0,400,2911.697781
Liao,Viehstaedt,M,920,713-4471,IRON BELT,WI,54536,S,Y,55000,5.4020367,700,0,400,2911.697781
Rang,Fordan,M,605,302-3147,MILESVILLE,SD,57553,S,Y,55000,0.0,0,0,0,0.0
Rang,Fordan,M,605,302-3147,MILESVILLE,SD,57553,S,Y,55000,0.0,0,0,0,0.0
Hidetsune,McAffer,M,605,808-3276,MURDO,SD,57559,S,N,75000,0.0,0,0,0,0.0
Hidetsune,McAffer,M,605,808-3276,MURDO,SD,57559,S,N,75000,0.0,0,0,0,0.0
Giorgio,Aue,M,812,529-5445,INDIANAPOLIS,IN,46291,M,Y,65000,3.4,0,2000,1000,2108.0
Giorgio,Aue,M,812,529-5445,INDIANAPOLIS,IN,46291,M,Y,65000,3.4,0,2000,1000,2108.0
Vinod,Olano,F,701,557-5034,MICHIGAN,ND,58259,M,N,10000,2.1,0,6600,0,71.4
Vinod,Olano,F,701,557-5034,MICHIGAN,ND,58259,M,N,10000,2.1,0,6600,0,71.4
Wassili,Marinissen,F,970,876-4713,CRESTED BUTTE,CO,81224,M,N,55000,4.63,0,0,0,2546.5
Wassili,Marinissen,F,970,876-4713,CRESTED BUTTE,CO,81224,M,N,55000,4.63,0,0,0,2546.5
Zinovy,Simovich,M,301,605-3763,DARLINGTON,MD,21034,M,N,15000,4.75,0,4800,0,484.5
Zinovy,Simovich,M,301,605-3763,DARLINGTON,MD,21034,M,N,15000,4.75,0,4800,0,484.5
Lingtao,Keohane,M,321,795-5178,CAPTIVA,FL,33924,S,N,15000,0.0,0,0,0,0.0
Lingtao,Keohane,M,321,795-5178,CAPTIVA,FL,33924,S,N,15000,0.0,0,0,0,0.0
Royce,Tagansky,F,317,525-2037,FLOYDS KNOBS,IN,47119,S,Y,65000,3.4,1000,0,1000,2142.0
Royce,Tagansky,F,317,525-2037,FLOYDS KNOBS,IN,47119,S,Y,65000,3.4,1000,0,1000,2142.0
Ramaswami,Wise,F,512,860-3448,MISSOURI CITY,TX,77489,M,N,15000,0.0,0,0,0,0.0
Ramaswami,Wise,F,512,860-3448,MISSOURI CITY,TX,77489,M,N,15000,0.0,0,0,0,0.0
Aikira,Bamford,F,480,946-1029,PHOENIX,AZ,85079,S,Y,10000,2.87,2100,0,2300,160.72
Aikira,Bamford,F,480,946-1029,PHOENIX,AZ,85079,S,Y,10000,2.87,2100,0,2300,160.72
Puneet,Chown,F,208,633-5699,GENESEE,ID,83832,S,Y,45000,7.8,3300,0,3300,2995.2
Puneet,Chown,F,208,633-5699,GENESEE,ID,83832,S,Y,45000,7.8,3300,0,3300,2995.2
Christhard,Shilcrat,M,718,931-9214,PORT EWEN,NY,12466,M,Y,15000,4.040549,0,0,1000,565.67686
Christhard,Shilcrat,M,718,931-9214,PORT EWEN,NY,12466,M,Y,15000,4.040549,0,0,1000,565.67686
Zahi,Baroglio,F,774,330-2516,BOSTON,MA,2266,M,N,95000,5.3,0,7150,0,4656.05
Zahi,Baroglio,F,774,330-2516,BOSTON,MA,2266,M,N,95000,5.3,0,7150,0,4656.05
Feniosky,Akaboshi,M,769,987-8822,GEORGETOWN,MS,39078,S,Y,90000,5.0,6000,0,1500,4125.0
Feniosky,Akaboshi,M,769,987-8822,GEORGETOWN,MS,39078,S,Y,90000,5.0,6000,0,1500,4125.0
Nobukazu,Desal,F,504,870-6692,NORCO,LA,70079,M,N,70000,6.0,0,9000,0,3660.0
Nobukazu,Desal,F,504,870-6692,NORCO,LA,70079,M,N,70000,6.0,0,9000,0,3660.0
Mugo,Agius,M,401,139-1208,PROVIDENCE,RI,2901,S,N,65000,0.0,0,0,0,0.0
Mugo,Agius,M,401,139-1208,PROVIDENCE,RI,2901,S,N,65000,0.0,0,0,0,0.0
Mathis,Koblitz,M,307,252-2639,NATRONA,WY,82646,M,N,5000,0.0,0,0,0,0.0
Mathis,Koblitz,M,307,252-2639,NATRONA,WY,82646,M,N,5000,0.0,0,0,0,0.0
Xuemin,Rich,F,561,520-5838,STUART,FL,34994,M,N,45000,0.0,0,0,0,0.0
Xuemin,Rich,F,561,520-5838,STUART,FL,34994,M,N,45000,0.0,0,0,0,0.0
Theodosios,Stanculescu,M,707,275-5509,SAN DIEGO,CA,92135,S,N,35000,7.7709284,87,0,0,2713.064232
Theodosios,Stanculescu,M,707,275-5509,SAN DIEGO,CA,92135,S,N,35000,7.7709284,87,0,0,2713.064232
Theodore,Hillebrand,M,571,635-2640,CHINCOTEAGUE ISLAND,VA,23336,S,Y,65000,5.75,900,0,900,3634.0
Theodore,Hillebrand,M,571,635-2640,CHINCOTEAGUE ISLAND,VA,23336,S,Y,65000,5.75,900,0,900,3634.0
Hussein,Ramsey,F,770,808-9183,FAYETTEVILLE,GA,30214,M,Y,40000,6.0,0,5400,3000,1896.0
Hussein,Ramsey,F,770,808-9183,FAYETTEVILLE,GA,30214,M,Y,40000,6.0,0,5400,3000,1896.0
Cormac,Gradel,F,605,615-9997,HARRISON,SD,57344,S,N,35000,0.0,0,0,0,0.0
Cormac,Gradel,F,605,615-9997,HARRISON,SD,57344,S,N,35000,0.0,0,0,0,0.0
Mechtild,Aigrain,M,712,453-3790,BEAVER,IA,50031,S,Y,10000,1.7078737,40,0,40,169.421071
Mechtild,Aigrain,M,712,453-3790,BEAVER,IA,50031,S,Y,10000,1.7078737,40,0,40,169.421071
Nestor,Day,M,978,460-9061,ORANGE,MA,1364,M,N,65000,5.3,0,7150,0,3066.05
Nestor,Day,M,978,460-9061,ORANGE,MA,1364,M,N,65000,5.3,0,7150,0,3066.05
Pratap,Maloney,F,662,752-3853,PINOLA,MS,39149,M,Y,20000,5.0,0,12000,1500,325.0
Pratap,Maloney,F,662,752-3853,PINOLA,MS,39149,M,Y,20000,5.0,0,12000,1500,325.0
Joydeep,Bias,F,602,848-3705,KAIBETO,AZ,86053,S,N,5000,2.87,2100,0,0,83.23
Joydeep,Bias,F,602,848-3705,KAIBETO,AZ,86053,S,N,5000,2.87,2100,0,0,83.23
M'hamed,Quiles,M,928,233-6405,GLENDALE,AZ,85304,S,Y,75000,3.8775,2100,0,2300,2737.515
M'hamed,Quiles,M,928,233-6405,GLENDALE,AZ,85304,S,Y,75000,3.8775,2100,0,2300,2737.515
Nabih,Habel,F,605,847-1442,OACOMA,SD,57365,M,N,40000,0.0,0,0,0,0.0
Nabih,Habel,F,605,847-1442,OACOMA,SD,57365,M,N,40000,0.0,0,0,0,0.0
Fredrik,Hanata,M,401,262-2073,CENTRAL FALLS,RI,2863,S,N,25000,0.0,0,0,0,0.0
Fredrik,Hanata,M,401,262-2073,CENTRAL FALLS,RI,2863,S,N,25000,0.0,0,0,0,0.0
Koppolu,Guiu,F,913,307-1576,TOPEKA,KS,66611,S,Y,45000,6.45,2250,0,2250,2612.25
Koppolu,Guiu,F,913,307-1576,TOPEKA,KS,66611,S,Y,45000,6.45,2250,0,2250,2612.25
Hana,Walinsky,M,276,448-3813,WARRENTON,VA,20187,S,Y,10000,3.875,900,0,900,317.75
Hana,Walinsky,M,276,448-3813,WARRENTON,VA,20187,S,Y,10000,3.875,900,0,900,317.75
Kanwar,Holcombe,F,386,347-6780,MIAMI,FL,33299,S,Y,60000,0.0,0,0,0,0.0
Kanwar,Holcombe,F,386,347-6780,MIAMI,FL,33299,S,Y,60000,0.0,0,0,0,0.0
Masaki,Venkataraman,F,479,772-5434,WILMOT,AR,71676,S,N,40000,7.0,20,0,0,2798.6
Masaki,Venkataraman,F,479,772-5434,WILMOT,AR,71676,S,N,40000,7.0,20,0,0,2798.6
Shivraj,Medvidovic,F,610,886-2499,NORTHUMBERLAND,PA,17857,M,Y,95000,3.07,0,0,0,2916.5
